"Official_ID","Name","Name_Cyrillic","Territory","Role","Level","Location","Year_Start","Year_End","Status","Origin"
"OFC-1162","Tokarev Nikolay Kirillovich","Токарев Николай Кириллович","LNR","Head of Pervomaysk City Administration (occupation), LNR","City","Pervomaysk","2022","","Yes","Local LNR official (in occupation administration since 2017)"
"OFC-1163","Bondar Evgeniy Nikolaevich","Бондарь Евгений Николаевич","LNR","Head of Luhansk Municipal District Administration - Lutugino  (occupation), LNR","District","Luhansk district","2023","","Yes","Local LNR city official"
"OFC-1164","Chernev Vladimir Ilich","Чернев Владимир Ильич","LNR","Head of Starobilsk Municipal District Administration (occupation), LNR","District","Starobilsk","2023","","Yes","Local LNR city official"
"OFC-1165","Saenko Sergey","Саенко Сергей Николаевич","LNR","Head of Antratsyt Municipal District Administration (occupation), LNR","City","Antratsyt","2018","","Yes","Local LNR city official"
"OFC-1166","Rubantsov Andrey Viktorovich","Рубанцов Андрей Викторович","LNR","Head of Rovenky City Administration (occupation), LNR","City","Rovenky","2021","","Yes","Local LNR city official"
"OFC-1167","Grebenkova Svetlana Petrovna","Гребенькова Светлана Петровна","LNR","Head of Alchevsk City Administration (occupation), LNR","City","Alchevsk","2025","","Yes","Local LNR city official"
"OFC-1168","Moiseev Dmitriy","Моисеев Дмитрий","LNR","Head of Stakhanov City Administration (occupation), LNR","City","Stakhanov (Kadiivka)","","","Yes","Local LNR city official"
"OFC-1169","Kalmykov Aleksandr","Калмыков Александр","Zaporizhzhia Oblast","Head of Tokmak Municipal District, Zaporizhzhia Oblast (occupation)","City","Tokmak","2025","","Yes","Local Zaporizhzhia Oblast official, from Penza oblast"
"OFC-1170","Titskiy Anton","Тицкий Антон","Zaporizhzhia Oblast","Vice-Governor of Zaporizhzhia Oblast; former Minister of Youth Policy","Regional","Melitopol","2022","","Yes","From Russia (Government of the Russian Federation)"
"OFC-1171","Emelyanenko Viktor Andreevich","Емельяненко Виктор Андреевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1172","Zubritskiy Viktor Vasilevich","Зубрицкий Виктор Васильевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1173","Kovganko Andrey Anatolevich","Ковганко Андрей Анатольевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1174","Efremov Aleksey Mikhaylovich","Ефремов Алексей Михайлович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1175","Lobacheva Veronika Viktorovna","Лобачева Вероника Викторовна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1176","Koryakin Egor Pavlovich","Корякин Егор Павлович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1177","Onishchuk Yuriy Petrovich","Онищук Юрий Петрович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (opposition faction)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1178","Mishchenko Vasiliy Arsentevich","Мищенко Василий Арсентьевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (opposition faction)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1179","Perov Kirill Alekseevich","Перов Кирилл Алексеевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (opposition faction)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1180","Tretyak Svetlana Feodosievna","Третьяк Светлана Феодосиевна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (opposition faction)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1181","Slyusarenko Oleg Aleksandrovich","Слюсаренко Олег Александрович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (opposition faction)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1182","Zakharov Maksim Evgenevich","Захаров Максим Евгеньевич","DPR","Acting Minister of Economic Development, DPR","Regional","Donetsk","2024","","Yes","DPR government official"
"OFC-1184","Golovko Aleksandr Ivanovich","Головко Александр Иванович","DPR","Deputy Minister of Sport and Tourism of the DPR","Regional","Donetsk","2025","","Yes","DPR government official"
"OFC-1185","Peresada Sergey","Пересада Сергей Сергеевич","DPR","Director of the Department of External Relations of the Administration of the Head and Government of the Donetsk People’s Republic.","Regional","Donetsk","2025","","Yes","DPR government official"
"OFC-1186","Nikonorov Yuriy","Никоноров Юрий Алексеевич","DPR","First Deputy Minister of Industry and Trade, DPR","Regional","Donetsk","2023 (at least)","2024","No","DPR government official"
"OFC-1187","Zinchenko Aleksandr Anatolevich","Зинченко Александр Анатольевич","Zaporizhzhia Oblast","Deputy Chairman of the Government of Zaporizhzhia Oblast","Regional","Melitopol","2021","2025","Yes","Zaporizhzhia Oblast occupation government official"
"OFC-1188","Martynenko Elena Vladimirovna","Мартыненко Елена Владимировна","Zaporizhzhia Oblast","Minister of Labour and Social Policy, Zaporizhzhia Oblast","Regional","Melitopol","2023 (at least)","2025","No","Zaporizhzhia Oblast occupation government official"
"OFC-1189","Ugolkova Anna Petrovna","Уголкова Анна Петровна","LPR / Zaporizhzhia Oblast","Minister of Economic Development of the Luhansk People’s Republic","Regional","Luhansk","2025","","Yes","Zaporizhzhia Oblast occupation government official"
"OFC-1190","Dyachenko Irina Viktorovna","Дьяченко Ирина Викторовна","Zaporizhzhia Oblast","Head of the Employment Committee, Zaporizhzhia Oblast","Sector","Melitopol","2022","","Yes","Zaporizhzhia Oblast occupation government official"
"OFC-1191","Kucherenko Anna Valerievna","Кучеренко Анна Валериевна","Zaporizhzhia Oblast","Former Acting Minister of Education and Science of Zaporizhzhia Oblast","Sector","Melitopol","2024","2025 (latest)","No","Zaporizhzhia Oblast occupation government official"
"OFC-1192","Panfyorova Tatyana Mikhaylovna","Панфёрова Татьяна Михайловна","Zaporizhzhia Oblast","Acting Deputy Minister of Education and Science, Zaporizhzhia Oblast","Sector","Melitopol","2025 (at least)","","Yes","Zaporizhzhia Oblast occupation government official"
"OFC-1193","Verkeenko Vladimir Valeryanovich","Веркеенко Владимир Валерьянович","Zaporizhzhia Oblast","Deputy Minister of Education and Science, Zaporizhzhia Oblast","Sector","Melitopol","2024 (at least)","2024 (last mentioned)","No","Zaporizhzhia Oblast occupation government official"
"OFC-1194","Afanasev Mikhail Sergeevich","Афанасьев Михаил Сергеевич","Crimea","Head of Administration of Simferopol City, Republic of Crimea","City","Simferopol","2022","","Yes","Crimea-based occupation official"
"OFC-1195","Katorgin Oleg","Каторгин Олег","Crimea","Head of Administration of Kerch City, Republic of Crimea","City","Kerch","2024","","Yes","Crimea-based occupation official"
"OFC-1196","Yurev Aleksandr","Юрьев Александр Юрьевич","Crimea","Head of Administration of Yevpatoria City, Republic of Crimea","City","Yevpatoria","2024","","Yes","Crimea-based occupation official, born in Tambov, Russia"
"OFC-1197","Pavlenko Yanina Petrovna","Павленко Янина Петровна","Crimea","Head of Administration of Yalta City, Republic of Crimea","City","Yalta","2020","","Yes","Crimea-based occupation official, born in Chernivtsi region, Ukraine."
"OFC-1198","Ogneva Galina","Огнева Галина Ивановна","Crimea","Head of Administration of Alushta City, Republic of Crimea","City","Alushta","2024","","Yes","Crimea-based occupation official"
"OFC-1199","Tkachenko Igor","Ткаченко Игорь","Crimea","Head of Administration of Feodosiya City, Republic of Crimea","City","Feodosiya","2023","2025","No","Crimea-based occupation official"
"OFC-1200","Yurchenko Ivan Sergeevich","Юрченко Иван Сергеевич","Crimea","Acting Head of Simferopol District Administration, Republic of Crimea","District","Simferopol district","2025","","Yes","Crimea-based occupation official"
"OFC-1201","Petelin Sergey Anatolevich","Петелин Сергей Анатольевич","Crimea","Former Head of Simferopol District Administration, Republic of Crimea (resigned October 2025)","District","Simferopol district","2024","","No","From Russia (Brest Oblast / Russian-Belarusian background)"
"OFC-1202","Fedorenko Inna","Федоренко Инна Сергеевна","Crimea","Head of Dzhankoi District Administration, Republic of Crimea","District","Dzhankoi district","2024","","Yes","Crimea-based occupation official"
"OFC-1203","Burlaka Oleg","Бурлака Олег Николаевич","Crimea","Head of Administration of Krasnoperekopsk City, Republic of Crimea","City","Krasnoperekopsk","2024","","Yes","Crimea-based occupation official"
"OFC-1204","Girskiy Sergey","Гирский Сергей","Crimea","First Deputy Head of Administration of Krasnoperekopsk City, Republic of Crimea","City","Krasnoperekopsk","2024","","Yes","Crimea-based occupation official"
"OFC-1205","Grabovan Vasiliy","Грабован Василий","Crimea","Head of Krasnohvardiyske (Krasnogvardeysky) District Administration, Republic of Crimea","District","Krasnohvardiyske district","2024","","Yes","Crimea-based occupation official"
"OFC-1206","Kharlamov Aleksandr","Харламов Александр","Crimea","Head of Sovetsky District Administration, Republic of Crimea","District","Sovetsky district","2024","","Yes","Crimea-based occupation official"
"OFC-1207","Kravets Anton","Кравец Антон","Crimea","Head of Nyzhnohorsk (Nizhnegorsky) District Administration, Republic of Crimea","District","Nyzhnohorsk district","2019","","Yes","Crimea-based occupation official"
"OFC-1208","Skoblikov Dmitriy Sergeevich","Скобликов Дмитрий Сергеевич","Crimea","Head of Administration of Bakhchisaray City, Republic of Crimea","City","Bakhchisaray","2024","","Yes","From Russia (born Bryansk Oblast)"
"OFC-1209","Yastrebova Anzhelika Nikolaevna","Ястребова Анжелика Николаевна","Crimea","Head of Bakhchisaray District Administration, Republic of Crimea","District","Bakhchisaray district","2024","","Yes","Crimea-based occupation official"
"OFC-1210","Kulinchenko Olga","Кулинченко Ольга","Crimea","Chairman of Bakhchisaray City Council, Republic of Crimea","City","Bakhchisaray","2024","","Yes","Crimea-based occupation official"
"OFC-1211","Chebyshev Kirill Yurevich","Чебышев Кирилл Юрьевич","Crimea","Head of Administration of Sudak City, Republic of Crimea","City","Sudak","2024","","Yes","Crimea-based occupation official"
"OFC-1212","Predybaylo Yuliya Anatolevna","Предыбайло Юлия Анатольевна","Crimea","Head of Administration of Saky City, Republic of Crimea","City","Saky","2024","","Yes","Crimea-based occupation official"
"OFC-1213","Chumakov Dmitriy Sergeevich","Чумаков Дмитрий Сергеевич","Crimea","Head of Belohorsk (Bilohirsk) District Administration, Republic of Crimea","District","Belohorsk district","2024","","Yes","Crimea-based occupation official"
"OFC-1214","Pukhov Maksim","Пухов Максим","Zaporizhzhia Oblast","Head of Enerhodar City Administration, Zaporizhzhia Oblast (occupation)","City","Enerhodar","2025","","Yes","From Russia (Kola Nuclear Power Plant / Murmansk Oblast)"
"OFC-1215","Senovoz Eduard Nikolaevich","Сеновоз Эдуард Николаевич","Zaporizhzhia Oblast","Former Head of Enerhodar City Administration, Zaporizhzhia Oblast (resigned January 2025)","City","Enerhodar","2022","2025","No","From Russia (Rosatom, Smolenskaya AES)"
"OFC-1216","Tuzhilin Vladimir Gennadevich","Тужилин Владимир Геннадьевич","DPR","Acting Minister of Transport, DPR","Regional","Donetsk","2023","2024","No","DPR government official"
