Official ID,Name (Latin),Name (Cyrillic),Territory,Role / Position,Level,Location,Year Start,Year End,Still in Post?,Origin,Career Before,Career After,Links to Other Officials,Links to Russian State Bodies,Business / Economic Connections,Military Connections,Notes on Role
OFC-1097,Andros Nikolay Vasilevich,Андрос Николай Васильевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly; Coordinator of 'Healthy Future' project,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1098,Ashcheulov Vladislav Viktorovich,Ащеулов Владислав Викторович,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1099,Betin Viktor Anatolevich,Бетин Виктор Анатольевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1100,Gorlachev Evgeniy Sergeevich,Горлачев Евгений Сергеевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly; Director of Melitopol Regional Museum; Head of Melitopol Military-Historical Society,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Director of Melitopol Museum and military-historical society head — dual role placing him at intersection of occupation cultural administration and identity replacement. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1101,Doloman Roman Gennadevich,Доломан Роман Геннадьевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1102,Zubarev Maksim Yurevich,Зубарев Максим Юрьевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly; Chair of Committee on State Management and Local Government; coordinator 'Russian Village' project,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Committee chair for state management and local government — one of the most structurally significant committee roles in the assembly. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1103,Karchaa Renat Ivanovich,Карчаа Ренат Иванович,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Caucasian-origin surname notable in occupied Zaporizhzhia context. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1104,Kovdrya Anastasiya Vitalevna,Ковдря Анастасия Витальевна,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1105,Kuvachev Stepan Anatolevich,Кувачев Степан Анатольевич,Zaporizhzhia Oblast,"Deputy of Zaporizhzhia Oblast Legislative Assembly; Chair of Committee on Culture, Sport, Tourism, Ecology and Youth",Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Committee chair covering youth, culture, and ecology — all key dimensions of occupation governance. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1106,Kucherkov Aleksandr Aleksandrovich,Кучерков Александр Александрович,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1107,Lyubeznyy Maksim Vladimirovich,Любезный Максим Владимирович,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1108,Musenko Pavel Aleksandrovich,Мусенко Павел Александрович,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1109,Novikova Lyudmila Viktorovna,Новикова Людмила Викторовна,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly; Member of Regional Political Council,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1110,Paraskan Kristina Nikolaevna,Параскан Кристина Николаевна,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1111,Pastushenko Nikolay Mikhaylovich,Пастушенко Николай Михайлович,Zaporizhzhia Oblast,First Deputy Chairman of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"First Deputy Chair of the assembly — senior leadership position. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1112,Popov Mikhail Nikolaevich,Попов Михаил Николаевич,Zaporizhzhia Oblast,Deputy Chairman of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy Chair of the assembly. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1113,Rozhkova Veronika Viktorovna,Рожкова Вероника Викторовна,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1114,Saulenko Aleksandr Fedorovich,Сауленко Александр Федорович,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1115,Skiba Anna Valerevna,Скиба Анна Валерьевна,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1116,Starikov Roman Gennadevich,Стариков Роман Геннадьевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly; Coordinator of the 'Historical Memory' project,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Coordinates the ""Historical Memory"" project — directly relevant to Identity Replacement dimension and rewriting of historical narrative in occupied territory. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1117,Stelmachenko Vladimir Anatolevich,Стельмаченко Владимир Анатольевич,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1118,Stepanov Vladislav Vitalevich,Степанов Владислав Витальевич,Zaporizhzhia Oblast,Deputy Chairman (Social Policy) of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy Chair with social policy portfolio. Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
OFC-1119,Stepanyuk Ekaterina Ivanovna,Степанюк Екатерина Ивановна,Zaporizhzhia Oblast,Deputy of Zaporizhzhia Oblast Legislative Assembly,Regional,Melitopol,2023,,Yes,Zaporizhzhia Oblast-based local politician,,,,"Zaporizhzhia Oblast Legislative Assembly (1st convocation, September 2023); United Russia.",,,"Deputy of the Zaporizhzhia Oblast occupation Legislative Assembly, United Russia faction — elected to Russian-controlled occupation legislature (1st convocation, September 2023)."
