date,quarter,channel,region_group,hub_themes,topics,summary,media_type
2026-05-07,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,,,Reports regional competition expansion with Sevastopol and Crimea participating in final.,video/audio transcript
2026-05-07,Q2-2026,МАРИУПОЛЬ 24,Zaporizhzhia,Identity Culture and Religion;Front / SVO (non-Hub),strikes on military targets,Claims military operations on frontline including airstrikes against Ukrainian positions.,video/audio transcript
2026-05-07,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Notes Mariupol preparations for Victory Day commemoration; reflects on honouring fallen defenders.,video/audio transcript
2026-05-07,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Education and Militarisation,,"Notes fourth exchange meeting between city footballers and Saint Petersburg club, first return visit.",video/audio transcript
2026-05-07,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Governance;Civilian Life;Identity Culture and Religion;Education and Militarisation,,Reports news programme covering Donetsk and Mariupol developments including elections and equestrian sports results.,video/audio transcript
2026-05-07,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Credits journalists for coverage.,video/audio transcript
2026-05-07,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life;Identity Culture and Religion,reconstruction,Reports opening of restored Victory 40th Anniversary park in Mariupol centre.,video/audio transcript
2026-05-07,Q2-2026,Место встречи,Zaporizhzhia,Governance;Economics,,Broadcast covering opposition drone operation losses and rear-area infrastructure attacks.,video/audio transcript
2026-05-07,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Governance;Civilian Life,,Reports State Duma proposes simplified rules for designated disabled parking spaces in residential yards.,text post
2026-05-07,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Economics;Information Space,,Notes scientists claim regular chip consumption negatively affects cognition through acrylamide and chemical packaging contamination.,text post
2026-05-07,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,,Russian source reminds residents of planned emergency alert system test in Luhansk.,text post
2026-05-07,Q2-2026,Оплот ТВ,Donetsk (DPR),Education and Militarisation,,Announces online knowledge test on DNR history for 12th anniversary of republic.,video/audio transcript
2026-05-07,Q2-2026,Охранитель,Donetsk (DPR),Economics,,Claims Ukrainian media reports citizens cannot access two per cent mortgages in Mariupol.,video/audio transcript
2026-05-07,Q2-2026,Охранитель,Kherson,Civilian Life,reconstruction,Post announces Kherson region's adoption of historical Russian imperial coat of arms in May 2022.,text post
2026-05-07,Q2-2026,Охранитель,Kherson,Civilian Life,,Reports teenager wounded in border shelling of Zaporizhzhia-Kherson area transferred to Moscow in serious condition; two children injured.,text post
2026-05-07,Q2-2026,Под лед,Luhansk (LPR),Civilian Life,,Discusses Jewish community dissociation from certain political figures and norms within their group.,video/audio transcript
2026-05-07,Q2-2026,Радио Комсомольская Правда,Zaporizhzhia,,,Mentions road safety official from Zaporizhzhia region in radio broadcast interview.,video/audio transcript
2026-05-07,Q2-2026,Радио Комсомольская Правда,Kherson,Civilian Life,,Reports Russian official discussing road safety in annexed regions; mentions preparations to discuss Donetsk and Kherson oblast issues separately.,video/audio transcript
2026-05-07,Q2-2026,СИГНАЛ,Zaporizhzhia,,,Claims Zaporizhzhia resident shot down Ukrainian drone with hat.,text post
2026-05-07,Q2-2026,СОЛОВЬЁВ,Zaporizhzhia,Governance;Civilian Life;Education and Militarisation,reconstruction,Reports military operations and combat incidents.,text post
2026-05-07,Q2-2026,Сегодня,Luhansk (LPR),Governance;Education and Militarisation,,Reports LNR achieved one hundred percent access to primary and secondary education provision.,video/audio transcript
2026-05-07,Q2-2026,События,Zaporizhzhia,Governance;Civilian Life;Front / SVO (non-Hub),,Announces Moscow hospital construction; reports Soviet WWII soldier reburial.,video/audio transcript
2026-05-07,Q2-2026,ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉,Crimea/Sevastopol,Education and Militarisation,,Reports NATO surveillance aircraft conducting aggressive reconnaissance over Black Sea and Crimea regions including Sevastopol.,text post
2026-05-07,Q2-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Notes new competition event taking place in Sevastopol city.,video/audio transcript
2026-05-07,Q2-2026,Телеканал «Миллет»,Crimea/Sevastopol,Coercion Resistance and Security,sabotage and partisans,Asks what role Crimean Tatars played in partisan movement in Crimea.,video/audio transcript
2026-05-07,Q2-2026,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Zaporizhzhia,,,Claims Ukrainian drone targeted civilian in Zaporizhzhia oblast but resident destroyed it with hat.,text post
2026-05-07,Q2-2026,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Zaporizhzhia,Civilian Life;Identity Culture and Religion;Education and Militarisation;Front / SVO (non-Hub),strikes on military targets,Reports escalation in military operations; claims drone strikes on Russian territory.,video/audio transcript
2026-05-08,Q2-2026,,Zaporizhzhia,,strikes on military targets,Reports Russian drone operators struck Ukrainian logistics group near Chervona Krynytsia.,text post
2026-05-08,Q2-2026,,Luhansk (LPR),,,Announces patriotic St George ribbon action by military units near Victory Day in Luhansk combat zone.,video/audio transcript
2026-05-08,Q2-2026,,Crimea/Sevastopol,Governance,,Governor claims four drones intercepted near northern side and Fiolenta; rescue service reports no civilian damage.,text post
2026-05-08,Q2-2026,,Crimea/Sevastopol,,,"Reports traffic accident on Yalta-Sevastopol road near Gaspra, details being investigated.",text post
2026-05-08,Q2-2026,,Crimea/Sevastopol,Front / SVO (non-Hub),,Reports monument to Second Guards Army honouring defence of Sevastopol erected recently.,video/audio transcript
2026-05-08,Q2-2026,,Crimea/Sevastopol,Civilian Life;Education and Militarisation,reconstruction,Reports thirty new infrastructure projects completing in Crimea by year end including schools and centres.,text post
2026-05-08,Q2-2026,Donrf,Donetsk (DPR),,,Reports village of Kriva Luka in DNR came under Russian Army control.,text post
2026-05-08,Q2-2026,Donrf,Donetsk (DPR),,,"Reports loud explosions in Kharcyzsk, DPR.",text post
2026-05-08,Q2-2026,FRONTовые Zаметки,Donetsk (DPR),Front / SVO (non-Hub),,Russian forces claim to have seized the settlement of Kryvaya Luka in DPR.,text post
2026-05-08,Q2-2026,Lomovka,Crimea/Sevastopol,,,Quotes official on 2014 Crimea and Sevastopol choosing Russia; framing as shared future.,video/audio transcript
2026-05-08,Q2-2026,Sputnik Ближнее зарубежье,Zaporizhzhia,,,Reports on military operations and conflict developments.,video/audio transcript
2026-05-08,Q2-2026,V Z - ВЗГЛЯД.РУ,Donetsk (DPR),Front / SVO (non-Hub),,Reports Russian forces captured Kriva Luka in Donetsk.,text post
2026-05-08,Q2-2026,V Z - ВЗГЛЯД.РУ,Kherson,,,Reports Russian Union of Journalists excluded from International Federation of Journalists; calls decision politically motivated.,text post
2026-05-08,Q2-2026,АГС_Донбасса,Donetsk (DPR),Civilian Life;Accountability and Legal,strikes on civilians,Reports investigators documenting armed attacks by Ukrainian fighters against DNR civilians.,video/audio transcript
2026-05-08,Q2-2026,АГС_Донбасса,Kherson,Front / SVO (non-Hub),strikes on military targets,"Reports Russian drone operators destroyed Ukrainian personnel and positions in Zaporizhzhia, hit supply convoy on Kramatorsk direction, destroyed mortar in Kherson.",text post
2026-05-08,Q2-2026,Выпуск программы «Время»,Kherson,Governance,strikes on civilians,Reports Ukrainian drone strikes across Russia; claims killed and wounded in Kherson region.,video/audio transcript
2026-05-08,Q2-2026,Два майора,Zaporizhzhia,,,Documents military operations and combat incidents.,video/audio transcript
2026-05-08,Q2-2026,Донбасс Сегодня,Kherson,Governance;Civilian Life,,Reports father and 15-year-old daughter killed in Ukrainian attack on Kairy village in Kherson oblast.,text post
2026-05-08,Q2-2026,Донбасс решает,Kherson;Zaporizhzhia,Governance,,Reports Zaporizhzhia curfew shortened by one hour from 12 May 2026.,text post
2026-05-08,Q2-2026,Донбасс решает,Donetsk (DPR),Front / SVO (non-Hub),,Reports Russian forces captured Kriva Luka in Donetsk.,text post
2026-05-08,Q2-2026,Донбасс решает,Donetsk (DPR),Front / SVO (non-Hub),,Reports that the People's Front will bring a memorial event to annexed territories.,video/audio transcript
2026-05-08,Q2-2026,Донбасс решает,Zaporizhzhia,,electricity and power,Reports that Energodar is completely without power; investigation into cause ongoing.,text post
2026-05-08,Q2-2026,Донбасс решает,Kherson,,,Reports Russian forces delivered wreath to war memorial in Ukrainian-controlled Kherson via drone.,video/audio transcript
2026-05-08,Q2-2026,Донбасс решает,Kherson,Governance,strikes on civilians,Claims two civilians including a child killed in Ukrainian attack on Kherson oblast.,text post
2026-05-08,Q2-2026,Канал Рихарда Вагнера / Wagner Group,Zaporizhzhia,Front / SVO (non-Hub),,Reports chronicle of Russian strikes across Ukrainian territory on 7 May 2026.,text post
2026-05-08,Q2-2026,Кирилл Фёдоров / Война История Оружие,Luhansk (LPR),Education and Militarisation,,Reports Wagner figure paid respects at memorial to fallen fighters near Moscow.,video/audio transcript
2026-05-08,Q2-2026,Кирилл Фёдоров / Война История Оружие,Kherson,Civilian Life;Education and Militarisation,,Reports on foreign fighter killed in Russian military operations; honours given at burial.,video/audio transcript
2026-05-08,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Information Space,,Historical route features five information stands and 90 navigation markers; archival documents supplied by Defence Museum over one year.,video/audio transcript
2026-05-08,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,,,Commemorative piece describes soldier's journey from Kerch to Sevastopol in tribute to defence and gratitude.,video/audio transcript
2026-05-08,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,,,"Interview with cyclist planning 12,000-kilometre bicycle journey from Phuket to Crimea through five countries.",video/audio transcript
2026-05-08,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Economics,,Programme discussing artificial intelligence implementation in Crimean manufacturing and production.,video/audio transcript
2026-05-08,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Announces housing management project implementation in DNR based on transparency and citizen participation.,video/audio transcript
2026-05-08,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Announces implementation of Upravdom project in DNR as step towards improving housing management efficiency.,video/audio transcript
2026-05-08,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Claims Kyiv declared counter-terrorist operation and references Mariupol events on 9 May.,video/audio transcript
2026-05-08,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,,Reports profile of medical professional couple balancing careers and raising three daughters.,text post
2026-05-08,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Identity Culture and Religion;Education and Militarisation,youth militarisation and education,Reports 100-year-old Luhansk World War 2 veteran to parade on Red Square; Luhansk community welcomed him at station.,text post
2026-05-08,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,,Provides safety advice for drone attack situations: remain calm and take shelter.,text post
2026-05-08,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Civilian Life;Accountability and Legal,reconstruction,Reports free legal aid office opened in Lugansk for LNR residents and military families.,text post
